score url caption
0.962402 https://umdearborn.edu/sites/default/files/styles/image_carousel_desktop_2x/public/group-library/341/_f3b5107.jpg?itok=NuJTrP4_ "A group of students working together in a lab."
0.962402 https://umdearborn.edu/sites/default/files/styles/image_carousel_desktop_2x/public/group-library/341/_f3b5107.jpg?itok=VhVO11sN "A group of students working together in a lab."
0.961426 http://t1.thpservices.com/fotos/thum4/025/631/fnc-42-34964148.jpg "College students working in the lab"
0.961426 http://t1.thpservices.com/fotos/thum4/025/632/fnc-42-34966541.jpg "College students working in the lab"
0.961426 http://t1.thpservices.com/fotos/thum4/025/631/fnc-42-34964519.jpg "College students working in the lab"
0.959961 http://t4.thpservices.com/fotos/thum4/025/631/fnc-42-34963716.jpg "College students working in lab"
0.959473 https://t2.ftcdn.net/jpg/00/27/32/29/240_F_27322970_lXyv5Dy5oHpo6o7OppgbHsOnFg5DDGZp.jpg "Students In A Science Lab"
0.959473 https://t2.ftcdn.net/jpg/00/47/73/29/400_F_47732923_T9PdqaXP7gwJcZeiwGtEEgq60sZAOpWi.jpg "Students in a science lab"
0.958496 https://students.dartmouth.edu/wisp/sites/students_wisp.prod/files/styles/slide/public/women_in_science/images/current_interns.jpg?itok=TU1_6JBV "Interns working in a lab"
0.958008 https://sc-cms-web.azureedge.net/-/media/images/easi/sciences/researchers-laboratory-jpg.jpg?h=745&iar=0&w=1118&rev=39133cf09a34441fb34bfbae40b6f70d&hash=E2D339B6823DCC3B10D395992FA4A91E "Researchers working in a lab"
0.958008 https://www.sheffield.ac.uk/polopoly_fs/1.118601!/image/science.jpg "Students in a laboratory"
0.958008 https://d68b3152cf5d08c2f050-97c828cc9502c69ac5af7576c62d48d6.ssl.cf3.rackcdn.com/includes/img/cms/site-images/resized/2106607-kingston-university-a90b9eb-stembuilding.jpg "Students in a  laboratory"
0.957520 https://ugc.futurelearn.com/uploads/images/a9/28/regular_a9282653-2d45-4741-94da-e85b8a2b7452.jpg "Researchers working in a lab."
0.957520 https://us.123rf.com/450wm/wavebreakmediamicro/wavebreakmediamicro1108/wavebreakmediamicro110846457/10249422-science-students-working-in-a-laboratory.jpg "Science students working in a laboratory photo"
0.957031 https://t2.ftcdn.net/jpg/00/50/91/13/400_F_50911383_tC26Fjhjvk72xydS8WU1CxsLP18orxrb.jpg "Students at work in the laboratory of chemistry"
0.957031 https://content.manhattan.edu/academics/science_768x576.jpg "students in laboratory"
0.957031 https://edu.rsc.org/eicredir/Pictures/480xany/7/1/3/130713_F0066911-Students_working_in_chemistry_lab-SPL.jpg "Students working in a chemistry lab"
0.956543 https://911821.smushcdn.com/2227390/wp-content/themes/alexander/assets/img/homepage-marketing-block-2.jpg?lossy=1&strip=1&webp=1 "Alexander College Students in a Lab"
0.956543 https://t2.ftcdn.net/jpg/00/50/91/13/240_F_50911383_tC26Fjhjvk72xydS8WU1CxsLP18orxrb.jpg "Students at work in the laboratory of chemistry"
0.956055 http://www.tsooka.com/sites/default/files/page/main-images/physics_exemption_895x500.jpg "Students and professor work in the lab"
0.954590 http://www.exeter.ac.uk/media/universityofexeter/webteam/shared/righthandimages218px/research/jobvacancies.jpg "Students in the laboratory"
0.954590 https://us.123rf.com/450wm/canakris/canakris0703/canakris070300079/800964-students-in-the-laboratory.jpg?ver=6 "Students in the laboratory"
0.954102 "https://cardiff.imgix.net/__data/assets/image/0012/1299729/100DSC_4039.jpg?w=570&h=321&fit=crop&q=60&auto=format " "Students being taught in one of the labs"
0.954102 http://smile.dev.acquia.cws.oregonstate.edu/sites/smile.oregonstate.edu/files/student4v2_1.jpg "high school students in a lab"
0.950684 https://t2.ftcdn.net/jpg/00/47/77/65/400_F_47776581_1NEIgNDcmDMeU0TzIzX7bJpHZC6pAFz1.jpg "Lab technicians at work in a laboratory"
0.950684 https://image.shutterstock.com/image-photo/stock-photo-group-of-students-working-at-the-laboratory-450w-71245153.jpg "group of students working at the laboratory"
0.950684 https://cdn.xxl.thumbs.canstockphoto.com/canstock1930845.jpg "Young scientists working in a laboratory"
0.950684 http://t4.thpservices.com/fotos/thum4/014/751/esy-000547437.jpg "Young scientists working in a laboratory"
0.950684 https://t2.ftcdn.net/jpg/00/47/77/65/110_F_47776581_1NEIgNDcmDMeU0TzIzX7bJpHZC6pAFz1.jpg "Lab technicians at work in a laboratory"
0.950684 https://cdn.xxl.thumbs.canstockphoto.com/young-scientists-working-in-a-laboratory-videos_csp1930845.jpg "Young scientists working in a laboratory"
0.950684 https://t2.ftcdn.net/jpg/00/47/77/65/400_F_47776577_H51M1n2iaPEza13m4IT49bmYGcok42BB.jpg "Lab technicians at work in a laboratory"
0.950684 https://static2.bigstockphoto.com/thumbs/5/4/7/large2/74587954.jpg "group of students working at the laboratory"
0.950684 https://image.shutterstock.com/image-photo/stock-photo-group-of-students-working-at-the-laboratory-450w-62925532.jpg "group of students working at the laboratory"
0.950684 https://t2.ftcdn.net/jpg/00/47/77/65/240_F_47776581_1NEIgNDcmDMeU0TzIzX7bJpHZC6pAFz1.jpg "Lab technicians at work in a laboratory"
0.948730 https://cardiff.imgix.net/__data/assets/image/0009/1448982/BSc-learning-and-assessment-image.JPG?w=470&fit=clip "Group of students working in laboratory"
0.947754 https://static1.bigstockphoto.com/thumbs/7/3/1/large2/137061110.jpg "Engineering Students Working In The Lab"
0.947754 https://media.studomat.ba/2021/04/engineering-students-working-in-the-lab-360x180.jpg "Engineering students working in the lab"
0.947754 https://envato-shoebox-0.imgix.net/c7d4/910b-5614-403e-aaf2-33adbb72db80/DSC_5197.jpg?auto=compress%2Cformat&fit=max&mark=https%3A%2F%2Felements-assets.envato.com%2Fstatic%2Fwatermark2.png&markalign=center%2Cmiddle&markalpha=18&w=700&s=101b19450bb6b36d9309289b2228c5c4 "Engineering students working in the lab"
0.947754 http://t1.thpservices.com/fotos/thum4/014/751/esy-000547445.jpg "Young science students in a laboratory"
0.947754 https://static2.bigstockphoto.com/thumbs/7/3/1/large2/137062097.jpg "Engineering Students Working In The Lab"
0.947266 http://images.crestock.com/1900000-1909999/1901631-xs.jpg "Science students in a laboratory"
0.947266 https://buidln.clipdealer.com/000/135/343//search/1.jpg "Science students in a laboratory"
0.947266 https://www.ipph.purdue.edu/sites/www.ipph.purdue.edu/files/styles/slideshow_image/public/slider-images/0392Pharm.jpg?itok=bYcU1WGw&amp;c=9bb336fe0bbeec010f37ae37342fe29e "Photo of students in lab"
0.947266 https://thumbs.dreamstime.com/x/science-students-laboratory-9650833.jpg "Science students in a laboratory"
0.947266 https://okhighered.org/images/rightcolpics/grantopps.jpg "LU students in a lab"
0.947266 https://www.okhighered.org/images/rightcolpics/grantopps.jpg "LU students in a lab"
0.947266 https://www.sheffield.ac.uk/polopoly_fs/1.159987!/image/our_courses_lab.jpg "Image: students in lab"
0.946777 https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_400,h_225/https://everwideningcircles.com/wp-content/uploads/2016/08/4534362371_3da9090e51_b-400x225.jpg "Image: Students in a laboratory"
0.946777 https://everwideningcircles.com/wp-content/uploads/2016/08/4534362371_3da9090e51_b-400x225.jpg "Image: Students in a laboratory"
0.946777 https://i2.wp.com/everwideningcircles.com/wp-content/uploads/2016/08/4534362371_3da9090e51_b.jpg?resize=400%2C225&amp;ssl=1 "Image: Students in a laboratory"
0.946777 https://i1.wp.com/everwideningcircles.com/wp-content/uploads/2016/08/4534362371_3da9090e51_b.jpg?resize=400%2C225&amp;ssl=1 "Image: Students in a laboratory"
0.946777 https://i2.wp.com/everwideningcircles.com/wp-content/uploads/2016/08/4534362371_3da9090e51_b.jpg?resize=400%2C225&ssl=1 "Image: Students in a laboratory"
0.946289 http://exhibits.hsl.virginia.edu/historical/uva_hospital/scrapbook/assets/1939somlab2.jpg "Medical students working in the labs"
0.945801 https://www.sac.edu/AcademicProgs/ScienceMathHealth/PublishingImages/PhyscLabWide_275x180.jpg "Students working inside of a Chemistry Lab"
0.945312 https://www.south.edu/wp-content/uploads/2017/08/P2100509-1024x768.jpg "South College students in a lab."
0.944336 https://media2.celgene.com/content/uploads/sites/9/2013/10/landing-page-modules-bg-300x234.jpg "Researchers working in lab"
0.944336 https://media2.celgene.com/content/uploads/fueling-progress-fight-disease.jpg "Researchers working in lab"
0.944336 https://www.nei.nih.gov/sites/default/files/2019-05/Research.jpg "research scientists working in a lab"
0.943848 https://www.prepareforsuccess.org.uk/supportfiles/ukcisa_studying_science_engineering_or_technology.jpg "Students in a laboratory conducting experiments"
0.943848 https://manoanatsci.org/photos/departments/biology.jpg "Biology students in a lab"
0.943359 https://www.precisionvaccinations.com/sites/default/files/styles/article_thumbnail/public/national-cancer-institute-PP5nO5gcLdA-unsplash.jpg "scientists working in a lab"
0.943359 http://yagshs.edu.gh/wp-content/uploads/2015/08/students-in-the-science-lab-waiting-for-a-lesson.png "STUDENTS IN THE SCIENCE LAB"
0.943359 https://images.ctfassets.net/pdtztwrkphaf/2aFZpWPkjoKY6JSgBngMSe/359a2f0860c3528a755eac3d5b9bf2d1/iStock-1090255620.jpg?w=750&h=500&fm=jpg&fit=thumb&q=65&fl=progressive "scientists working in a lab"
0.943359 https://g.foolcdn.com/editorial/images/450022/3-scientists-in-lab-2-standing-1-sitting_large.jpg "Scientists working in a lab"
0.942383 https://www.novartis.ie/sites/www.novartis.ie/files/styles/story_teaser/public/field/header-image/Novartis%20MS%20Innovation%20Prize_0.jpg?itok=ef5i4DUx "People working in a lab"
0.941895 http://media.gettyimages.com/photos/young-scientists-at-work-in-a-lab-picture-id155441252?s=612x612 "Young Scientists at work in a lab."
0.941895 https://t2.ftcdn.net/jpg/00/48/12/59/400_F_48125990_spsNKbUHSwuKZZ6PLxoHVfrt09W6PrA7.jpg "Scientists  working in a research laboratory"
0.941895 https://static2.bigstockphoto.com/thumbs/2/1/4/large2/41236645.jpg "Scientists  Working In A Research Laboratory"
0.941895 https://t1.ftcdn.net/jpg/00/48/73/42/110_F_48734200_YRr3gCqh3TGEWMmeOZl8nGJ9350O2nbQ.jpg "Scientists  working in a research laboratory"
0.941895 https://t2.ftcdn.net/jpg/00/48/12/59/400_F_48125977_ITtwISE6JdOe5qPSG9D2NJC0RLE1351B.jpg "Scientists  working in a research laboratory"
0.941895 https://m.psecn.photoshelter.com/img-get/I0000jnkXn2tishI/t/200/I0000jnkXn2tishI.jpg "Scientists  working in a research laboratory"
0.941895 https://t1.ftcdn.net/jpg/00/48/73/42/400_F_48734200_YRr3gCqh3TGEWMmeOZl8nGJ9350O2nbQ.jpg "Scientists  working in a research laboratory"
0.941895 https://t1.ftcdn.net/jpg/00/48/73/42/240_F_48734200_YRr3gCqh3TGEWMmeOZl8nGJ9350O2nbQ.jpg "Scientists  working in a research laboratory"
0.941895 https://t2.ftcdn.net/jpg/00/48/12/59/240_F_48125977_ITtwISE6JdOe5qPSG9D2NJC0RLE1351B.jpg "Scientists  working in a research laboratory"
0.941895 https://cdn.xxl.thumbs.canstockphoto.com/canstock12167134.jpg "Scientists  working in a research laboratory"
0.941895 https://ksas.kiit.ac.in/wp-content/uploads/2018/04/Academic-programme-cse-kiit-300x200.jpg "Computer Science Students working in LAB"
0.941895 https://thumbs.dreamstime.com/z/scientists-working-research-laboratory-28430840.jpg "Scientists working in a research laboratory"
0.941895 https://mie.uic.edu/wp-content/uploads/sites/352/2019/04/Research-Photo.jpg "students and faculty in a research lab"
0.941895 https://cse.kiit.ac.in/wp-content/uploads/2018/04/Academic-programme-cse-kiit-300x200.jpg "Computer Science Students working in LAB"
0.940918 https://thumbs.dreamstime.com/x/science-students-laboratory-26504148.jpg "Science students in laboratory"
0.939941 https://psych.wustl.edu/files/psych/styles/blog_thumbnail/public/10311_RJB_Anesthesiology_068A.jpg?itok=WIO1jQ9K "student working in a lab"
0.939941 https://news.psu.edu/sites/default/files/styles/news_homepage_100/public/Zhang_Furnace.jpg "Student working in a lab"
0.939941 https://newscenter.sdsu.edu/engineering/images/carreers_and_job_placement-banner.jpg "Student Working in a lab"
0.939941 http://shipcritical.com/wp-content/uploads/2015/08/79084610.jpg "Researchers working in a laboratory"
0.939941 https://cardiff.imgix.net/__data/assets/image/0005/790538/26.04.16-mh-Chemistry-Cardiff-Univ-51.JPG?w=570&h=321&fit=crop&q=60&auto=format%20 "Students in an undergraduate laboratory session."
0.939941 https://news.psu.edu/sites/default/files/styles/photo_gallery_large/public/Zhang_Furnace.jpg?itok=ek8ylsYn "Student working in a lab"
0.939941 https://news.psu.edu/sites/default/files/styles/photo_gallery_large/public/Zhang_Furnace.jpg "Student working in a lab"
0.939941 https://www.city.ac.uk/__data/assets/image/0011/294851/research-support.jpg "Researchers using equipment in a lab"
0.939453 https://st.depositphotos.com/1010710/3384/i/380/depositphotos_33846557-stock-photo-high-school-students-in-laboratory.jpg "High School Students in Laboratory"
0.939453 http://www.wright.edu/sites/www.wright.edu/files/i-ncbp-academics.jpg "photo of a professor and students in a lab"
0.939453 https://www.buse.ac.zw/wp-content/uploads/2019/05/bio-research.jpg "Students conducting research in the laboratory"
0.938965 https://static2.bigstockphoto.com/thumbs/3/8/4/large2/48342527.jpg "Technicians Working In A Modern Laboratory"
0.938965 https://st.depositphotos.com/thumbs/1010710/image/3384/33846557/api_thumb_450.jpg "High School Students in Laboratory"
0.938477 https://www.monash.edu/__data/assets/image/0005/68675/gen3031_4.jpg "Students in lab"
0.938477 http://www.mercynavan.ie/wp/wp-content/uploads/2011/07/science2.jpg "Students in lab"
0.938477 https://www.staffs.ac.uk/image-library/courses/facilities/pharmaceutical-science-1.xfbd873ed.jpg "Students in Lab"
0.938477 http://t4.thpservices.com/fotos/thum4/019/650/esy-001390235.jpg "Serious science students working in a laboratory"
0.938477 https://image.shutterstock.com/image-photo/stock-photo-group-of-the-students-working-at-the-laboratory-450w-52493062.jpg "group of the students working at the laboratory"
0.937988 https://www.jmu.edu/news/madisonscholar/wm_library/CurrentFeature11006.jpg "students in lab"
0.937988 https://www.educatius.org/-/media/Images/Educatius-Images/High-schools-photos/Private-School/Allendale-Columbia-School-NY/Allendale-ScienceClass4-SB-Web.ashx?h=220&amp;la=en&amp;w=220&amp;hash=9B992BC3E843C94593CAB779D578290621CCD24F "students in lab"
0.937988 http://www.mercynavan.ie/wp/wp-content/uploads/2011/07/1-300x221.jpg "Students in lab"
0.937988 http://www.cccbiotechnology.com/wp-content/uploads/2014/08/USDA-Group-672x372.jpg "Students in lab"
0.937988 https://coessing.files.wordpress.com/2016/08/dsc01809.jpg?w=221&h=139 "Students in lab"
0.937988 https://cdn.xxl.thumbs.canstockphoto.com/group-of-students-working-at-the-laboratory-stock-photos_csp4659393.jpg "laboratory - group of students working at the laboratory"
0.937988 https://static1.bigstockphoto.com/thumbs/5/4/7/large2/74586913.jpg "group of the students working at the laboratory"
0.937988 https://www.turi.org/var/plain_site/storage/images/media/images/students_working_1/135946-1-eng-US/students_working_1_large.jpg "students in lab"
0.937988 https://cdn.xxl.thumbs.canstockphoto.com/canstock4659393.jpg "laboratory - group of students working at the laboratory"
0.937988 https://www.kcl.ac.uk/ImportedImages/Schools/BMS/minipuffs/Studentsinlab224x135.jpg "Students in lab"
0.937988 https://wedohomework.s3.amazonaws.com/students-in-lab.jpg "Students in Lab"
0.937988 https://cdn.xxl.thumbs.canstockphoto.com/laboratory-stock-photos_csp4659393.jpg "laboratory - group of students working at the laboratory"
0.937988 http://www.imperial.ac.uk/ImageCropToolT4/imageTool/uploaded-images/131122_imp_scholars_julj_013--tojpeg_1417105951518_x1.jpg "Students in lab"
0.937988 https://cdn.southampton.ac.uk/assets/imported/transforms/site/home/Item_Thumb/AB216B50161E43709E5FAF8FFAA75379/Foundation%20year.jpg_SIA_JPG_fit_to_height_MEDIUM.jpg "Students in lab"
0.937988 https://production.wordpress.uconn.edu/educationmentor/wp-content/uploads/sites/732/2014/10/mentor_photo31-373x267.jpg "students in lab"
0.937500 https://carleton.ca/biochem/wp-content/uploads/students-in-lab2-400x302.jpg "students in lab2"
0.936523 https://wwwassets.rand.org/content/rand/pubs/research_reports/RR2115/jcr:content/par/teaser_1770145738.aspectfit.375x0.jpg/x1555336604736.jpg.pagespeed.ic.nhVwITXcmr.jpg "A group of technicians working in a laboratory"
0.936523 https://wwwassets.rand.org/content/rand/pubs/research_reports/RR2115/jcr:content/par/teaser_1770145738.aspectfit.250x0.jpg/x1555336604736.jpg.pagespeed.ic.zOTKq-8qTE.jpg "A group of technicians working in a laboratory"
0.936035 https://www.bmcc.cuny.edu/wp-content/uploads/2018/06/STEM_DSC0266.jpg "Students in the lab"
0.936035 https://thumbs.dreamstime.com/x/students-working-chemistry-lab-close-up-teacher-supervising-activity-two-analyzing-plants-table-31257832.jpg "Students working in chemistry lab"
0.936035 https://i2.wp.com/cdn.images.express.co.uk/img/dynamic/1/590x/secondary/students-nursing-careers-812968.jpg?w=620 "Students in the lab"
0.936035 http://dtmw9u23bb9ya.cloudfront.net/uploads/image/file/5378/K60_students_in_lab.jpg "Students in the lab"
0.936035 https://cec.pitt.edu/wp-content/uploads/2018/10/Gene-Team-in-lab-e1539273156177-620x380.png "Students in the lab"
0.936035 https://static2.bigstockphoto.com/thumbs/4/8/2/large2/28467890.jpg "oenologists working in a lab"
0.935547 https://valleyfever.ucmerced.edu/sites/valleyfever.ucmerced.edu/files/page/images/get_involved.jpg "Students in the lab"
0.935547 https://dlib.lib.washington.edu/images2/photos/students-lab/@@images/bd94541e-9e69-4b80-8d6f-e57f1bf37e7f.jpeg "Students in the lab"
0.935547 http://handsonresearch.org/Images/swinney%20lab_web_small.jpg "Students in the Lab"
0.935547 https://mh-1-stockagency.panthermedia.net/media/previews/0005000000/05835000/05835199_preview.jpg "oenologists working in a lab"
0.935547 https://apps.carleton.edu/reason_package/reason_4.0/www/images/216542_tn.jpg?1149262211 "Students in the lab"
0.935059 https://d32ogoqmya1dw8.cloudfront.net/images/NAGTWorkshops/careerdev/AcademicCareerTeach2013/undergraduate_students_lab_456.jpg "Undergraduate students in lab"
0.935059 https://media.nature.com/w800/magazine-assets/d41586-018-06624-6/d41586-018-06624-6_16135290.jpg "photo of scientist and students in laboratory"
0.935059 http://serc.carleton.edu/images/NAGTWorkshops/careerdev/AcademicCareerTeach2013/undergraduate_students_lab_361.jpg "Undergraduate students in lab"
0.935059 http://d32ogoqmya1dw8.cloudfront.net/images/NAGTWorkshops/careerdev/AcademicCareerTeach2013/undergraduate_students_lab_361.jpg "Undergraduate students in lab"
0.934570 https://www.westvalley.edu/schools/science-math/_files/images/students-lab.jpg "Group of students in the lab"
0.934570 https://uncw.edu/crest/images/researchers.jpg "researchers at work in lab"
0.934570 https://st.depositphotos.com/thumbs/1035524/image/2770/27703063/api_thumb_450.jpg "Scientists working in a laboratory"
0.934570 https://static3.bigstockphoto.com/thumbs/4/1/5/large2/5149302.jpg "Scientists Working In A Laboratory"
0.934570 https://g.foolcdn.com/editorial/images/462933/scientist-research-laboratory_large.jpg "Scientists working in a laboratory"
0.934570 https://t1.ftcdn.net/jpg/00/63/01/52/400_F_63015229_VooQi8FamPXmGCIpJkTx8c6K2ugBmCF7.jpg "Scientists at work in a laboratory"
0.934570 https://buidln.clipdealer.com/000/135/379//search/1.jpg "Scientists working in a laboratory"
0.934570 https://cdn.xxl.thumbs.canstockphoto.com/scientists-working-in-a-laboratory-aerial-view-of-a-group-of-diverse-scientists-or-laboratory-stock-photo_csp14719121.jpg "Scientists working in a laboratory"
0.934570 https://thumbs.dreamstime.com/x/scientists-working-laboratory-9567222.jpg "Scientists working in a laboratory"
0.934082 https://static2.bigstockphoto.com/thumbs/4/1/5/large2/5149302.jpg "Scientists Working In A Laboratory"
0.934082 https://static2.bigstockphoto.com/thumbs/4/1/5/large2/5149304.jpg "People Working In A Laboratory"
0.934082 http://t4.thpservices.com/fotos/thum4/025/200/esy-004446500.jpg "Scientists working in a laboratory"
0.934082 https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/InvestigadoresUR.JPG/300px-InvestigadoresUR.JPG "Scientists working in a laboratory"
0.934082 http://capitalprojects.mit.edu/sites/default/files/styles/project_full_540x348/public/icl_01-nMass_Microsystems%20Technology%20Laboratories-Tony%20Rinaldo.jpg "Photo of researchers in a lab"
0.934082 https://buidln.clipdealer.com/000/135/334//search/1.jpg "Scientists working in a laboratory"
0.933594 https://www.unlv.edu/sites/default/files/paragraphs/cards/student3.jpg "Two students working in a lab"
0.933105 https://static2.bigstockphoto.com/thumbs/4/5/8/large2/85427207.jpg "Group of scientists conducting research in a lab environment"
0.933105 https://static2.bigstockphoto.com/9/8/1/large2/189884377.jpg "a group of lab experts working in a lab"
0.932617 https://coi.mit.edu/sites/coi/files/uploads/home-photo.jpg "photograph of researchers in a laboratory"
0.932617 https://www.umass.edu/it/sites/it/files/2016/08/09/_DSC6104.jpg "Students working in a lab with computers"
0.932617 https://www.sheffield.ac.uk/polopoly_fs/1.72367!/image/Chemistry_Laboratory_.jpg "Picture of students in a chemistry laboratory"
0.932129 https://cos.gatech.edu/sites/default/files/uploads/images/superblock_images/chemlab.png "Students in a chemistry lab"
0.932129 https://thumbs.dreamstime.com/x/students-chemistry-lab-close-up-teacher-supervising-two-their-experiments-blackboard-background-31257707.jpg "Students in a chemistry lab"
0.932129 https://contentlibrary.manchester.ac.uk/_coursemarketing/UMANC/2019/29/01450/U_Chemistry_labs_(43)-min.jpg "Students in a chemistry lab"
0.931641 https://stemcell.ucla.edu/sites/default/files/styles/timeline_image/public/history-item/img/190623_UCLA_Broad_0801R-v3%20resized%20for%20web.jpg?itok=Ai91iV93 "Students working in the lab of Dr. Donald Kohn"
0.930664 https://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id542935478?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930664 https://www.ashland.edu/conhs/sites/ashland.edu.conhs/files/dietetics_awh6310.png "student participating in lab"
0.930664 http://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id542935584?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930664 http://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id487623332?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930664 http://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id542935478?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930664 https://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id542935584?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930664 https://media.gettyimages.com/photos/medical-science-professionals-working-in-a-laboratory-picture-id487623332?s=612x612 "Medical Science Professionals Working in a Laboratory"
0.930176 https://www.wested.org/wp-content/uploads/news-high-school-students-science-stem.jpg "Photo of high school students in science laboratory"
0.929688 https://media.gettyimages.com/photos/scientists-working-in-the-laboratory-picture-id547131850?s=612x612 "Scientists Working in the Laboratory"
0.929688 https://media.istockphoto.com/photos/scientists-working-in-the-laboratory-picture-id1171891235?b=1&k=6&m=1171891235&s=170667a&h=M6zsjl8CEmhT2z7Ap1dgvWXzVVMsPf-5L9uyE-2u0Qw= "Scientists Working in the Laboratory"
0.929688 http://media.gettyimages.com/photos/scientists-working-in-the-laboratory-picture-id576919844?s=612x612 "Scientists Working in the Laboratory"
0.929688 https://media.gettyimages.com/photos/scientists-working-in-the-laboratory-picture-id547131814?s=612x612 "Scientists Working in the Laboratory"
0.929688 https://us.123rf.com/450wm/wavebreakmediamicro/wavebreakmediamicro1108/wavebreakmediamicro110837249/10110636-scientists-working-in-a-laboratory.jpg "Scientists working in a laboratory photo"
